source,lang-source,author,license,sme-reviewed,premium,lang-source-dict,id
Infraction,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Toute violation de la loi entraînant une sanction pénale (emprisonnement, amende, sursis, travail d'intérêt général, etc...).",a6a4f8ce-11a4-498b-b261-20202e0c39d5
Injonction de faire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Procédure simplifiée pour saisir le tribunal afin de forcer une personne à exécuter une obligation qui l'engage (exemple : en cas de défaut de livraison d'une marchandise).,d6f1a33c-2192-4dde-915d-e85acf97bab0
Injonction de payer,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Procédure simplifiée pour saisir le tribunal afin de forcer une personne à payer les sommes qu'elle doit.,64108584-9a94-47c7-a5b9-f1e400e9eb6f
Injonction de payer européenne,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Procédure simplifiée permettant de se faire payer une somme d'argent due par un adversaire résidant dans un pays de l'Union européenne (sauf au Danemark).,65f7d2ff-11fb-4077-aaa3-bb950f1c4008
Instruction,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Phase de la procédure pénale durant laquelle le juge d'instruction enquête sur les faits. Il rassemble les éléments relatifs à l'existence d'une infraction, à ses éventuels auteurs et aux circonstances dans lesquelles elle a été commise.",a834b048-3863-4942-875b-be56617f8863
Intérêt contractuel,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Taux fixé librement par les parties ayant conclu un contrat, pouvant être plus élevé que le taux d'intérêt légal (dans la limite du taux de l'usure).",a1600c2d-f569-4ba6-9383-caf19a441ad0
Intimé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Nom donné à celui contre lequel un appel a été formé.,528bec0f-3055-42d7-94ef-f6eeae34e73a
Irrévocable,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Définitif, sur lequel on ne peut revenir.",e93f0db2-f07e-4316-92b4-d1d0d6f18675
JAP,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Juge d'application des peines.,71ceb8e5-fd55-4a69-9c6f-9b3551d495b0
Jeune ayant moins d'opportunité (Jamo),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Jeune en situation de handicap ou issu d'un milieu social défavorisé ou d'une région moins dynamique que les autres.,d7b7db7f-f6c5-41cd-8fb5-86531a8a676a
Jonction,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Décision du juge de joindre un dossier à un autre dossier pour n'en former qu'un lorsqu’un lien suffisant existe entre ces dossiers et pour lesquels un seul jugement suffit.,ce582f88-23fc-4906-8288-6bf1c34dc76e
Jour calendaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Correspond à la totalité des jours du calendrier de l'année civile, du 1 janvier au 31 décembre, y compris les jours fériés ou chômés.",cd1cef46-047b-482a-a8f5-de6dd6cb8790
Jour chômé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Jour où le salarié ne travaille pas.,d635ab0b-fd0b-4fd7-a050-d5816b4cb35b
Jour franc,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Jour qui dure de 0h à 24h. Un délai calculé en jour franc ne tient pas compte du jour de la décision à l'origine du délai, ni du jour de l'échéance. Si le délai s'achève un samedi, un dimanche ou jour férié, il est reporté d'un jour.",af4ee3f6-edbb-4a99-bec7-967787923fea
Jour ouvrable,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Correspond à tous les jours de la semaine, à l'exception du jour de repos hebdomadaire (généralement le dimanche) et des jours fériés habituellement non travaillés dans l'entreprise.",58445ed1-9992-48cb-8d37-4e2da765b030
Jour ouvré,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Jour effectivement travaillé dans une entreprise ou une administration. Le plus souvent, on compte 5 jours ouvrés par semaine (par exemple, du lundi au vendredi ou du mardi au samedi).",2b939821-b897-4f34-b198-848973f32115
Juge aux affaires familiales (JAF),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Juge du tribunal judiciaire spécialisé dans le droit de la famille (divorce, conflits entre parents, exercice de l’autorité parentale, obligations alimentaires, …).",64cb9722-d9a3-44c2-9cad-11b283cc2a27
Juge de l'application des peines (JAP),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Juge du tribunal judiciaire chargé de déterminer les modalités d’exécution d’une peine privative ou restrictive de liberté d’une personne condamnée.,4c3348a5-3869-48b7-b67f-bcf1baa84b70
Juge de l'exécution (JEX),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Juge du tribunal judiciaire chargé de trancher les difficultés liées à l’exécution d’une décision de justice en matière civile.,aaa72b4b-08e2-45c7-afea-512e3e3286fa
Juge des enfants (JE),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Juge du tribunal judiciaire spécialisé pour les affaires de mineurs en matière civile (mineurs en danger) comme en matière pénale (mineurs délinquants).,a95544b5-0a40-439d-ac50-9aa72f1ece25
Juge des tutelles,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Magistrat chargé d'organiser et de faire fonctionner la tutelle des mineurs (au tribunal judiciaire) et des majeurs (au tribunal judiciaire et au tribunal de proximité).,61a700ee-d1c3-46e9-9695-6d1b87c4f25c
Juge du contentieux de la protection,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Juge compétent pour la protection des majeurs, les baux d’habitation, les crédits à la consommation et le surendettement des particuliers.",666a693f-6f9d-4ea0-b207-af9deb391272
Jugement,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Terme général pour désigner toute décision prise par un ou plusieurs magistrats.,28a5e552-7e76-4c9b-8c03-00d6e74f0c20
Jugement définitif,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Jugement dont toutes les voies de recours (opposition, appel, cassation) ont été utilisées ou que les délais pour faire opposition, appel ou de pourvoir en cassation sont expirés.",ed9414e0-02bb-46b7-97c1-f810f990cbb3
Jugement passé en force de chose jugée,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Jugement qui n'est pas susceptible de recours, soit parce que les recours ont été épuisés, soit que les délais sont expirés.",ce7f99ba-7610-4f9a-96f8-9f71eba43544
Jugement sur intérêts civils,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Jugement par lequel le juge tranche uniquement sur les dommages et intérêts demandés par la partie civile.,347a5a0d-3008-401a-8a8e-6483878c18bc
Juridiction,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Juridiction est un terme général pour désigner un tribunal.,4863fce5-2309-424a-b422-3cd759d984a7
Justiciable,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne qui peut être entendue ou appelée en justice.,400163c2-7345-4893-9703-1d9162846699
Légataire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne désignée par testament pour recevoir les biens d'une personne décédée.,92fc7aaf-d0b6-4e00-bd9a-ef181dec8f7e
Légataire particulier,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne qui reçoit par testament un ou plusieurs biens déterminés.,9d502cb8-b735-450d-99f7-0da84b92098a
Legs,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Bien donné par testament à une personne.,7a44752f-a74f-45c6-97ff-de1a1ea769c4
Libération conditionnelle,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Mesure permettant la mise en liberté anticipée d’une personne qui a été condamnée à une peine de prison ferme.,ddb2cfdc-b471-405f-99c1-5cabbb7cbe87
Liberté surveillée,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Mesure éducative prise à l'encontre d'un mineur ayant pour effet de le placer sous la surveillance et le contrôle d'un éducateur, sous l'autorité du juge des enfants.",d9883480-0e95-4d97-acd4-519f36cca35c
Liquidation (retraite),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Ensemble des opérations qui permet de déterminer le droit d'un assuré à une pension de vieillesse et à la calculer.,4c55f1c2-2330-421f-881a-ecbf05253081
Liquidation du régime matrimonial,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"En cas de divorce, évaluation et répartition des biens communs entre les époux.",7e84d347-252a-4b45-b56c-41bfc362366e
Litige,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Il existe un litige lorsque des personnes sont en désaccord.,c288cba2-a693-4356-8145-4915d4e54ff3
Logement à usage d'habitation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Logement clos, couvert et pourvu d'éléments de confort minimum (installation électrique, eau courante, équipement sanitaire).",81f44934-5bc6-4d15-a347-dc9ed704a39f
Logement conventionné,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Logement qui a fait l'objet d'une convention entre l’État et le propriétaire du logement (ou l'organisme gestionnaire du logement) et qui ouvre droit à une aide au logement.,34a250e9-cb81-4614-b620-392238afa2bb
Logement sous-occupé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Logement dont le nombre de pièces habitables (cuisine non comprise) est supérieur de plus de 2 par rapport au nombre de personnes qui y ont effectivement leur résidence principale. Par exemple, un couple sans enfant vivant dans un 5 pièces ou une personne seule vivant dans un 4 pièces.",506cb7e0-7af9-4e16-bcab-cd26a678096c
Logement suroccupé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Logement dont la surface habitable est inférieure à certains seuils : 16 m² pour un ménage de 2 personnes (en couple ou personne seule avec enfant), augmentée de 9 m² par personne en plus dans la limite de 70 m² à partir de 8 personnes.",109677c6-9b0c-47b9-8113-7c638bff1da6
Logement vacant,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Logement inhabité et vide de meubles, ou pourvu d'un mobilier insuffisant pour en permettre l'occupation, et donc non soumis à la taxe d'habitation.",872afc19-f501-4949-a1e4-0a2ccd61c05b
Logement-foyer,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Établissement proposant des logements loués en tant que résidence principale, comportant à la fois des locaux privatifs meublés ou non (chambre, le plus souvent) et des locaux communs.",74399b1b-8090-491d-9b2e-4a159b73d07e
Lot de copropriété,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Bien situé au sein d'un immeuble en copropriété : appartement, local commercial, cave, comble, garage...",b103fea9-d8b6-445f-863a-3d1899961c9f
Mainlevée,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Acte juridique mettant fin à une situation qui crée un obstacle (exemple : une mainlevée peut vous permettre de récupérer votre véhicule saisi).,ccc5e66c-e66f-45ec-aa94-7054a37790b8
Maintien de droit,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Période pendant laquelle un assuré ou un ayant droit, qui ne remplit plus les conditions pour avoir droit à l'assurance maladie, continue d'en bénéficier.",61c9a971-5249-4595-93bd-f1194eff8ddf
Mandat de dépôt,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Acte par lequel un juge ordonne de recevoir ou de maintenir en détention une personne condamnée à une peine de prison ferme ou un mis en examen placé en détention provisoire.,b527cff1-aee7-44bc-ae36-82083d81567c
Mandat de protection future,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Il permet à une personne de désigner à l'avance la ou les personnes qui seront chargées de veiller sur sa personne et/ou sur son patrimoine, pour le jour où elle ne serait plus en état physique ou mental de le faire seule. Il permet également à des parents de désigner à l’avance la ou les personnes qui seront chargées de veiller sur un enfant majeur handicapé, lorsqu’ils ne seront plus en mesure de le faire.",7c93e0ff-8718-4a39-b44f-9eae98df6576
Mandataire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne chargée par une autre de la représenter et d'agir en son nom (par exemple, un agent immobilier pour le compte d'un propriétaire). La personne représentée est appelée le mandant.",598284c2-5169-4697-ba9d-3cf25540ec43
Mandataire spécial,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne disposant d’un mandat (contrat) en vue de la réalisation d'une action déterminée.,1ce5185e-8e73-42b1-b1da-f9ed828ad950
Marché réglementé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Marché d'instruments financiers (actions, obligations, etc.) géré par une entreprise de marché selon des règles de fonctionnement (organisation, déontologie, transparence) contrôlées en France par l'Autorité des marchés financiers (AMF).",fde35aa9-eab7-497f-9a3d-405fb357fa4d
Médecin correspondant (Assurance maladie),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Médecin vers lequel le médecin traitant peut orienter un patient pour lui demander un avis. Il peut aussi effectuer des soins dans le cadre d'un protocole de soins ou pour prendre en charge des séquences de soins spécialisés.,455c519f-2115-4ef7-82d7-f9286cbe59d8
Ménage,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Ensemble des occupants d'un même logement sans que ces personnes soient nécessairement unies par des liens de parenté (en cas de cohabitation, par exemple). Un ménage peut être composé d'une seule personne.",1ab80ac5-f917-40a3-9f3f-4bce6cafc157
Mesure de protection,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Mesure destinée à protéger une personne majeure et/ou tout ou partie de son patrimoine si elle n'est plus en état de veiller sur ses propres intérêts (mesure de tutelle), ou qui, sans être hors d’état d’agir elle-même, a besoin d’être conseillée ou contrôlée dans certains actes de sa vie courante (mesure de curatelle), et/ou pour une durée déterminée (mesure de sauvegarde de justice).",a05326f3-051f-46b8-8958-69a697261b45
Mesure de sûreté,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Mesure de nature préventive décidée par le juge à l'encontre d'une personne présentant un caractère dangereux.,05b8aefd-8196-485f-a701-4568d7ddff0b
Mesure de sûreté (pour la sécurité routière),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Mesure destinée à empêcher provisoirement le conducteur de reprendre le volant pour préserver la sécurité des autres usagers de la route en raison du risque qu'il leur ferait courir.,68b5e4c0-2199-473f-a329-d40629efc756
Milieu ordinaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Non spécifiquement réservé aux personnes handicapées.,328d37b8-b2ea-4ea8-a598-fb19d1c6f868
Mise en demeure,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Acte par lequel un créancier exige du débiteur le versement d'une somme sous peine de versement de dommages et intérêts. La mise en demeure peut être notifiée par lettre recommandée avec accusé de réception ou par acte d'huissier.,5dede9c6-f155-4491-bad2-b60696a97867
Mise en état,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Phase d’instruction de la procédure écrite menée par le juge qui a pour finalité de mettre l’affaire en état d’être plaidée.,8f5ad9c3-3cbc-4c67-9f2f-e263bfb7678d
MJD,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Maisons de justice et du droit : structures gratuites de proximité, elles répondent aux besoins d'information juridique des usagers.",08f41ca2-020b-4302-9e46-43e10af6bb5b
Modalités,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Conditions.,2cf644fa-c1f7-4a13-8a5c-32a85ede4c68
Mutilé du travail,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Accidenté du travail qui a subi une blessure portant atteinte à son intégrité physique de façon irréversible (amputation par exemple).,10d170c0-6a85-46f3-99e0-46d3b096e808
Naissance à l'étranger (comedec),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,À condition que l'acte de naissance soit enregistré au service central d'état civil de Nantes.,80ac37ef-c23e-45bc-803e-bc66f1f74d08
Naturalisation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Mode d'acquisition, non automatique, de la nationalité française.",9b902454-08b1-45c9-b954-dfda0c20c09c
Nature d'affaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Il s'agit du type d'affaire (par exemple : atteinte aux biens, demande de divorce par consentement mutuel, etc.).",8abbbe48-1bea-4b16-be54-c61e51f57264
Non-lieu,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Décision d'une juridiction d'instruction (juge d'instruction ou chambre de l'instruction) mettant fin à des poursuites pénales.,28480ead-0a54-41db-824d-c888fcddbc7e
Notification,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Formalité permettant de porter à la connaissance d’une personne un acte de procédure ou une décision du juge.,d3a0a8e2-122a-4f2d-9263-2f5144682a97
Nul(le),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Considéré comme n'ayant jamais existé parce que non conforme à la loi.,379c79a2-1e77-4307-a926-5f13c1c0c99b
Numéro d'identification,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Numéro donné à l'utilisateur pour ajouter son affaire sur son portail du justiciable lui permettant de la suivre en ligne.,55ba13c4-a83c-4b81-96a3-eac15f370d4e
Numéro de dossier,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Numéro attribué au dossier lors de son enregistrement par la juridiction et permettant de communiquer avec elle.,2f2362e4-e679-4e99-bddf-27398fed609e
Obligations alimentaires,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Aide matérielle, financière donnée à une personne dans le besoin et qui ne peut assurer seule sa survie (exemple : son époux, ses grands-parents, etc.).",322b6434-8aea-4271-bb23-facab481d391
Officier de l'état civil,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne qui établit les actes d'état civil (naissance, mariage, décès...), les conserve et en délivre copies ou extraits.",ec5e923e-a242-4751-8906-7e995388226f
Officier ministériel,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Professionnel titulaire d'un office attribué par l'État et disposant d'un monopole pour exercer son activité (par exemple, notaire, huissier de justice, avocats au Conseil d'État et à la Cour de cassation).",85258ab4-5b49-4428-9066-3ff88f650f08
OFPRA,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Office français de protection des réfugiés et apatrides.,a7934415-1532-4bec-9e37-6028986ce660
Olfactives,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Odeurs.,833f135b-3cd2-4ce8-b307-c0a495697954
Omission,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Oubli.,413c5342-4d7c-4fce-9223-ab0dc8a3e76f
Oncle,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Frère du père ou de la mère d'une personne.,eb380bb2-eb07-448f-b2f0-3835735bf195
Opposable,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Qui ne peut être méconnu par les tiers, lesquels doivent en subir les effets et les respecter.",021adb20-c4c1-460f-8a08-4324f5f61ec1
Opposition,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Voie de recours en justice, civile ou pénale, ouverte aux personnes n'ayant pas eu connaissance d'un procès à leur encontre, et qui leur permet d'être à nouveau jugées par le même tribunal.",d2cf8ed2-569f-4bef-bd17-75c4b0fd0e60
Ordonnance,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Nom donné à certaines décisions prises par un magistrat unique (président de juridiction, juge d'instruction, etc.).",372fce3b-35db-4710-a569-033a2eadd299
Ordonnance d'homologation de peine (procédure de CRPC),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Document rendu par le juge qui valide l'accord passé entre l'auteur des faits et le procureur de la République. Cette ordonnance a la même valeur qu'un jugement classique.,b343f9bf-c445-403d-aec6-5720f509f5cf
Ordonnance de non-conciliation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Décision par laquelle le juge aux affaires familiales constate qu'il n'a pas pu mettre d'accord les époux dans une procédure de divorce. Elle autorise la poursuite de la procédure de divorce et fixe les mesures provisoires.,f0fa3ed9-d63d-49c6-88c4-fb68413899a3
Ordonnance pénale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Procédure simplifiée de jugement des contraventions et de certains délits sans comparution de la personne poursuivie.,100749b1-dd32-463e-ba97-3619912cd281
Ordre de bourse,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Ordre transmis par un client à son intermédiaire financier (sa banque en général) d'acheter ou de vendre des titres financiers (actions, obligations, etc.).",59c450e3-f7cd-4f70-bb51-0489e8964816
PAD,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Points d'accès au droit.,f3593bda-5469-498f-96de-4740bc802de6
Parent,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,C'est celui qui est indiqué comme tel dans l'acte de naissance de l'enfant.,fb502e9a-080c-4c0a-befe-623561c72011
Parquet (ou ministère public),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Corps de magistrats représentant les intérêts de la société devant les juridictions.,6c01e72e-7262-4415-80bd-8d4c0cba842c
Partie,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Toute personne du dossier judiciaire (par exemple un auteur, une victime, un demandeur, un défendeur, etc.).",a0881679-b868-4728-9bee-b81f632a241c
Partie civile,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Victime dans un dossier qui demande au tribunal la réparation de son préjudice (par exemple une demande de paiement de dommages et intérêts). La victime devenue partie civile peut également demander à consulter le dossier.,5107f8f0-4244-4329-998d-bd888a82cf1b
Partie intervenante,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne intervenant, volontairement ou de manière forcée (ex. une compagnie d'assurance), dans un dossier déjà en cours.",ce4e8ec5-f253-44f5-b4f6-067796de2b7a
Passeport - Consulats proposant de prendre la photo au guichet,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Arabie Saoudite, Cuba, Guinée Équatoriale, Koweït, Haïti, Mali, Mauritanie, Philippines, Uruguay, Soudan du Sud, Venezuela et Vietnam.",d96ad1cb-0d44-495d-b332-20f1c7027876
Passeport - Outre mer - Possibilité de prendre la photo au guichet,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Guyane, Mayotte, Nouvelle-Calédonie, Polynésie française, Wallis et Futuna.",47bfe8af-9bb4-4e8d-a115-049882a162ae
Pays d'origine sûr,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Un pays est considéré comme tel s'il veille au respect des principes de la liberté, de la démocratie et de l'état de droit, ainsi que des droits de l'homme et des libertés fondamentales.",1c61d1d5-188e-4849-b492-aeefe8348b9e
Pays de l'Espace économique européen (EEE),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Allemagne, Autriche, Belgique, Bulgarie, Chypre, Croatie, Danemark, Espagne, Estonie, Finlande, France, Grèce, Hongrie, Irlande, Islande, Italie, Lettonie, Liechtenstein, Lituanie, Luxembourg, Malte, Norvège, Pays-Bas, Pologne, Portugal, République tchèque, Roumanie, Royaume-Uni, Slovaquie, Slovénie, Suède.",2cddfdab-5bba-458d-9865-e3691f6e088e
Pécule de libération,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Partie de la rémunération du travail effectué par un détenu, qui lui est remise à sa libération.",6a5c9256-3bfe-4f3b-8bfe-15059b62620b
Peine,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Condamnation pénale prononcée par le juge (par exemple une peine d'emprisonnement, une amende, un travail d'intérêt général, etc.).",ab27f2d0-0b1b-434e-8ea9-b10b661c615a
Peine alternative,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Permet au juge de remplacer une peine de prison ou d'amende par une autre peine, par exemple un placement sous bracelet électronique, des travaux d'intérêt général ou un suivi socio-judiciaire.",d5243a5a-c459-4124-a99b-0d094e563349
Peine complémentaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Sanction qui peut s'ajouter à une peine de prison ou d'amende. Exemples : privation des droits civiques (droit de vote et éligibilité...), obligation de soins, retrait du permis de conduire.",c0eed058-0cf3-4c12-ae87-a85b77db7b76
Pénal (matière pénale),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Type de dossier dont l'objet est la violation d'une loi qui interdit un comportement contraire à la vie en société (vol, violences, trafic de stupéfiants, etc.) et pénalement sanctionné (emprisonnement, amende, etc.) par une juridiction pénale (tribunal correctionnel, etc.). Dans les cas où il existe une victime, celle-ci doit se constituer partie civile pour demander la réparation de son dommage.",b51e3764-ffae-45b8-ad55-f89ff758668f
Période d'acquisition de droit à pension de retraite,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Activité, détachement, temps partiel de droit pour élever un enfant (3 premières années), congé parental, congé de présence parentale, ou disponibilité pour élever un enfant de moins de 8 ans.",9a711734-5d73-465c-a35c-05457ea31eaf
Personne de confiance,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Individu (exemples : parent, proche, médecin traitant) désigné par une personne majeure et malade, et appelé à être consulté au cas où la personne majeure et malade serait hors d'état d'exprimer sa volonté.",c96a79c3-07e5-42af-ba35-e40e74b063c1
Personne protégée,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne du dossier placée sous un régime de protection juridique (mesure de sauvegarde de justice, curatelle ou tutelle).",0a23e6b1-ab19-421d-87f3-1cd7f8a4bf7d
Petite couronne,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Hauts-de-Seine (92), Seine-Saint-Denis (93) et Val-de-Marne (94).",4750350e-710c-45c1-aafb-b6986efaa045
Photocopie CNI,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Recto-verso.,2c6efec1-ccc0-4d5d-88dd-b4677c62fc35
Photocopie passeport,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Page(s) où se trouve(nt) la photo et la signature.,0c5013b2-10ea-4837-903d-c2a0f6849fe0
Pièce d'identité récente (élection),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Valide ou périmée depuis moins d'un an.,55cd1fec-7d18-4ce1-9151-9632cf6a6ce3
Pli sécurisé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Courrier suivi remis contre signature.,c21c01af-8c1c-4216-a96d-ef36636968d8
