dictionary_term_id,term_nl_nl,language_source,term_en_gb,language_target,translator_name,translation_date,usage_license,expert_reviewed,premium_content,external_dictionary_reference,term_category,legal_domain,tmx_source_file,tmx_tuid,source_project,source_filename
986b5d32-ac65-4d7e-8577-72b7c5f77ab3,aanwijzingen,nl-nl,directions,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000036,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
ca51bc95-483c-47c0-bcca-42a78c559505,aanzeggen,nl-nl,"to notify, give notice",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000039,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
8a014eeb-dc7a-47d3-99ee-a055caf12f22,absolute bevoegdheid,nl-nl,subject-matter jurisdiction,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000042,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
d9ca3dd3-b171-405e-9c89-fc39898e1f01,achterwege laten (uitspraak),nl-nl,direct that no judgment will be given,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000045,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
9a31f863-b8ef-4dbc-81e4-150877d8ea7b,advocaat,nl-nl,"lawyer, attorney, legal counsel",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000048,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
5c659363-6598-4532-b587-4c7cd0ed51b3,advocaat stellen,nl-nl,to submit a notice of representation by a lawyer,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000051,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
3103edf0-15b7-4dd8-8658-f44b7300254f,Advocaat-Generaal,nl-nl,Advocate General,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000054,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
a3226727-1250-4ee6-89d7-2b55c11616ab,Advocatenwet,nl-nl,Dutch Advocates Act,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000057,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
1d96b590-81aa-499f-a4e2-83095bf87413,afbreking (van de instantie),nl-nl,discontinuance,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000060,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
5385faa2-0678-41ce-b553-40f70c4f4cb0,afdoende zekerheid stellen,nl-nl,provide sufficient security,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000063,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
019b3bb4-a8e4-4240-9e45-a37af7f8ce0c,afloop (van termijn),nl-nl,expire / expiry (of a time limit),en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000066,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
26a2c9a8-cae2-471a-9292-c33339af217b,afschrift,nl-nl,copy,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000069,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
5373a4f4-ea16-4be2-8872-765c88796d16,afstand (van recht of verweer),nl-nl,waiver (of a right or defence),en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000072,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
185982fe-da89-449b-a9c6-9e15483c7a7e,afstand van instantie,nl-nl,discontinuance by withdrawal,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000075,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
880dfe77-904c-4e16-8804-93bd7723807b,afwijken van,nl-nl,"depart from, derogate from",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000078,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
3dd23671-094e-43db-9aaf-8676a3a696b7,afwijzen (een vordering),nl-nl,to dismiss a claim,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000081,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
0ba58452-df35-4338-8f9d-ae701e5527cf,afzien (van proceshandeling),nl-nl,waives (his / her / its) right to …...,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000084,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
963504c4-33b6-4e24-83ae-a0750211c824,akkoordprocedure (WHOA),nl-nl,pre-insolvency restructuring plan proceedings,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000087,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
78e5824d-c0bd-476a-bb65-d6831a13a2c6,akte (processtuk),nl-nl,brief (document of process),en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000090,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
aee775a8-3bc7-4165-8bd5-27247205327d,akte - authentieke,nl-nl,authentic instrument,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000093,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
c4afb173-baae-4d42-880d-ce02702d7bc1,akte - niet-dienen vragen,nl-nl,to request the court to record a party’s failure to file,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000096,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
53856085-bcab-46d1-b620-fd856ee06517,akte overlegging producties,nl-nl,brief submitting exhibits,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000099,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
ab12a525-e1f1-446c-80ef-0eeac292dd9b,akte uitlaten producties,nl-nl,brief commenting on exhibits,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000102,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
1ce6f4a1-5b91-43a3-9e61-b26a9bee16a0,algemene maatregel van bestuur,nl-nl,executive decree,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000105,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
82f6f355-0392-483f-9ea5-c5f3626fa8d1,als bedoeld in,nl-nl,as referred to in,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000108,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
ce15dd4c-8725-4461-a55c-b09fcaab935c,ambtenaar,nl-nl,official,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000111,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
07d7e0e5-b589-42ca-8139-aa4c54051a3d,ambtshalve,nl-nl,on its [the court's / the judge's] own initiative,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000114,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
51baaf53-8904-41fd-bfd0-5bb7458c3588,antwoord,nl-nl,defence,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000117,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
dc4c7a48-a18d-4c06-9ca9-e115ca50480f,appellant / appellanten,nl-nl,appellant / appellants,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000120,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
4a55489a-dfd7-4ae6-808a-56609640215b,arbiter,nl-nl,arbitrator,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000123,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
3765b478-06ba-4531-813b-b66216dbd2f8,arbiter - in een zaak optreden als arbiter,nl-nl,to arbitrate a case / to act as an arbitrator in a case,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000126,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
d9667c09-b914-4c46-b10a-ac95cff40def,arbitraal vonnis,nl-nl,arbitral award,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000129,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
8fa11746-fd39-40b4-91a3-824ed5fb16e8,arbitraal vonnis wijzen,nl-nl,to render / issue / give an arbitral award,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000132,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
01976be2-2d49-4aa7-af1d-58810db758cc,arbitrage,nl-nl,arbitration,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000135,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
a9fcb614-c68a-4f73-925c-29170c6132d1,arbitrage - bij arbitrage afdoen,nl-nl,to resolve a matter by (means of) arbitration,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000138,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
96edd183-369e-4224-84c4-5bd295e1686f,arbitrage - inroepen,nl-nl,to go to arbitration,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000141,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
f27e4a7c-dcb0-44ed-a8b8-73ab0d0b3054,arbitragebeding,nl-nl,arbitration clause,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000144,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
9b82fed4-c2dc-4558-87b9-d973d40f2a84,arbitrageopdracht,nl-nl,mandate,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000147,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
ae19f764-dcfd-4401-81b1-14718834c150,arbitragereglement,nl-nl,arbitration rules,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000150,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
bbed0551-e1a7-49f5-a21a-e326320652af,arbitrale procedure,nl-nl,arbitration proceedings,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000153,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
43725bfb-8214-4c13-9e01-be3a0b95acb4,arrest,nl-nl,judgment,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000156,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
a994118f-6e03-407c-94e9-ab3cbf46ce56,bedrijf,nl-nl,"company, business",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000159,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
324361a8-a556-4193-b3da-bb53b280c933,bedrijfsgeheim,nl-nl,trade secret,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000162,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
06f443de-c80f-4dad-8fd9-5394e7cacc84,beëdigde vertaling,nl-nl,sworn translation,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000165,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
167d6040-e3a8-4614-827d-c83cbb539361,beëindiging,nl-nl,termination,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000168,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
6ff6122d-d808-4cd1-9466-a5a2520607c5,behandelen/behandeling (van een zaak),nl-nl,"to deal with, dispose of / disposal of, disposition of (a case)",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000171,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
e049b9ec-dfd1-4f75-8f72-68fe34df6c3d,behartigen (belangen),nl-nl,"to advance, to advocate for (interests)",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000174,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
85bcc7dd-07ca-4477-9396-77bbe36a3947,bekrachtigen (vonnis),nl-nl,to affirm a judgment,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000177,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
91fb10f2-222c-40a9-b7f9-aae613d8fc44,belanghebbenden,nl-nl,interested parties,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000180,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
d97270e0-d27a-452e-b6e4-b74ba313a57b,bemiddeling,nl-nl,mediation,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000183,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
2e63a903-e08b-4d6a-983f-5cd726900a0f,beoordelen (bewijs),nl-nl,to assess (the evidence),en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000186,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
a44eeca2-b3c8-4aef-bebe-b6b33127af2c,beoordelen summierlijk,nl-nl,to conduct a summary test / review / enquiry,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000189,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
9da31148-637b-4ff1-af34-4a0acef2c41c,bepaalde (gegevens),nl-nl,Specific (information),en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000192,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
04214b99-d452-4cc5-9006-f901559995d2,bepaalde rechtsbetrekking die tot hun vrije bepaling staat,nl-nl,a particular legal relationship which is within their autonomy to agree,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000195,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
c11a3e4e-41ea-41df-aaa8-8a0fe4d58e19,bepalen (rechter),nl-nl,to direct,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000198,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
518b584c-c739-4664-a3eb-a2c90e35585a,beperking van de kennisneming,nl-nl,limited review,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000201,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
233ded66-a408-4f81-b0e5-69a39ca0edf5,beroep (doen) op,nl-nl,"to rely on, to raise, to invoke",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000204,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
212137dc-b680-4779-b69c-45bd34683af2,beroepsgeheim,nl-nl,professional duty of confidentiality,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000207,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
32351845-ea47-4ada-b20a-7461f83c1bd7,beroepsmatig rechtsbijstand verleent (derde),nl-nl,third-party professional who provides legal assistance,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000210,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
ddb1b538-486d-479c-a57b-9191781b941e,berusting,nl-nl,"waiver, acceptance",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000213,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
00721d3a-bbaa-4eeb-8450-f4efe3399da5,bescheiden,nl-nl,"materials, documents",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000216,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
8d13c86d-c86b-4c0b-ac5d-98af7e7c8d15,beschikking (in verzoekschriftprocedure),nl-nl,judgment,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000219,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
be1cc8a9-4938-4b37-92fa-4ed12456c6b5,beschouwing,nl-nl,"view, observation",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000222,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
8ec3542a-28cd-4efa-b399-85098dafe2e1,beslag,nl-nl,attachment,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000225,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
f421b57d-2479-40ed-8281-4e23bc99b293,beslag - conservatoir,nl-nl,pre-judgment attachment,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000228,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
