example_id,sentence_nl_nl,sentence_en_gb,legal_source_id,book_identifier,article_number,article_title_nl_nl,article_title_en_gb,translation_date,tmx_source_file,tmx_tuid
0a0edfcb-c354-40d3-b8fb-91d04191e27b,Artikel 3,Article 3,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000039
4149d81c-feab-44c7-92a5-fe4d14bc3c18,"In zaken die bij verzoekschrift moeten worden ingeleid, met uitzondering van zaken als bedoeld in de artikelen 4 en 5, heeft de Nederlandse rechter rechtsmacht indien:","In cases that must be initiated by application, except for cases as referred to in Articles 4 and 5, the Dutch courts have international jurisdiction where:",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000042
a151483d-62e3-43a4-b5db-41fa78e1e1e8,"a.	hetzij de verzoeker of, indien er meer verzoekers zijn, een van hen, hetzij een van de in het verzoekschrift genoemde belanghebbenden in Nederland zijn woonplaats of gewone verblijfplaats heeft,","a. 	either the applicant or, where there are multiple applicants, one of them, or one of the interested parties specified in the application, has its domicile or habitual residence in the Netherlands;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000045
197079ef-e130-40cf-826b-f2313096ed6b,"b.	het verzoek betrekking heeft op een bij dagvaarding ingeleid of in te leiden geding ten aanzien waarvan de Nederlandse rechter rechtsmacht heeft, of",b.	the application relates to an action that has or will be initiated by writ of summons in respect of which the Dutch courts have international jurisdiction; or,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000048
beb53c95-a509-42bc-9855-41388900124c,c.	de zaak anderszins voldoende met de rechtssfeer van Nederland verbonden is.,c.	the case is otherwise sufficiently connected to the Dutch legal system.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000051
e7e19493-403f-41c2-a5de-0d7f4d406be2,Artikel 4,Article 4,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000055
7cf8353f-bd43-4156-a7bd-08379e848275,1.,1.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000058
40048ffd-2da3-41a1-9448-1109d7b079a8,"Indien de Verordening (EU) nr. 2019/1111 van de Raad van 25 juni 2019 betreffende de bevoegdheid en de erkenning en tenuitvoerlegging van beslissingen in huwelijkszaken en inzake de ouderlijke verantwoordelijkheid, en betreffende internationale kinderontvoering (PbEU L 178) niet van toepassing is, wordt de rechtsmacht van de rechter met betrekking tot echtscheiding, scheiding van tafel en bed en ontbinding van het huwelijk na scheiding van tafel en bed, nietigverklaring, alsmede nietigheid en geldigheid van het huwelijk uitsluitend bepaald overeenkomstig de artikelen 3, 4 en 5 van deze verordening.","If Council Regulation (EU) No 2019/1111 of 25 June 2019 on jurisdiction, the recognition and enforcement of decisions in matrimonial matters and the matters of parental responsibility, and on international child abduction (OJ EU L 178) is not applicable, the international jurisdiction of the court with respect to divorce, legal separation, the dissolution of a marriage after legal separation, the nullification and the nullity and validity of a marriage, is determined exclusively in accordance with Articles 3, 4 and 5 of this regulation.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000061
148082b4-d99e-4660-8004-1c8578b00ccc,2.,2.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000064
9afb5cd5-ed81-43b5-a728-48442609587e,"Heeft de Nederlandse rechter rechtsmacht met betrekking tot echtscheiding, scheiding van tafel en bed en ontbinding van het huwelijk na scheiding van tafel en bed, nietigheid, nietigverklaring of geldigheid van huwelijken, dan heeft hij, voorzover de in het eerste lid genoemde verordening daarop niet van toepassing is en onverminderd artikel 1, tevens rechtsmacht tot het treffen van voorlopige en bewarende maatregelen voorzover die verband houden met echtscheiding, scheiding van tafel en bed en ontbinding van het huwelijk na scheiding van tafel en bed, nietigverklaring, alsmede nietigheid en geldigheid van huwelijken.","If a Dutch court has international jurisdiction with respect to divorce, legal separation, dissolution of marriage after legal separation, nullity, nullification or validity of marriages, insofar as the Regulation referred to in Article 4(1) is not applicable and without prejudice to Article 1, the court also has international jurisdiction to order interim and protective measures to the extent these relate to divorce, legal separation, dissolution of marriage after legal separation, nullification and the nullity and validity of marriages.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000067
fed65818-7a17-467e-8bfe-73bc2dbf5797,3.,3.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000070
924ff7f6-feeb-42a4-9f79-76c3d09675aa,"Heeft de Nederlandse rechter rechtsmacht met betrekking tot echtscheiding, scheiding van tafel en bed en ontbinding van het huwelijk na scheiding van tafel en bed, nietigheid, nietigverklaring of geldigheid van huwelijken, dan heeft hij, voorzover de in het eerste lid genoemde verordening daarop niet van toepassing is en onverminderd artikel 1, tevens rechtsmacht ter zake van daarmee verband houdende nevenvoorzieningen, met dien verstande","If a Dutch court has international jurisdiction with respect to divorce, legal separation, dissolution of marriage after legal separation, nullity, nullification or validity of marriages, then, insofar as the regulation referred to in Article 4(1) is not applicable and without prejudice to Article 1, the court also has international jurisdiction in respect of related ancillary measures, provided that with respect to:",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000073
dc9a8dec-4789-4dea-b24f-0dde99093ea7,"a.	dat met betrekking tot de voorzieningen als bedoeld in artikel 827, eerste lid, onder d en f, de Nederlandse rechter uitsluitend rechtsmacht heeft als de woning in Nederland is gelegen, en","a.	measures as referred to in Article 827(1)(d) and (f), a Dutch court has international jurisdiction only if the dwelling is located in the Netherlands; and",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000076
c52a77ea-8704-40ec-9f09-631841100af1,"b.	dat met betrekking tot verzoeken tot regeling van het gezag en het omgangsrecht de Nederlandse rechter zich onbevoegd verklaart indien hij zich, wegens de geringe verbondenheid van de zaak met de rechtssfeer van Nederland, niet in staat acht het belang van het kind naar behoren te beoordelen.","b.	applications seeking orders regarding authority and rights of access, a Dutch court must decline jurisdiction where, because of the case's insufficient connection with the Dutch legal system, the court determines it is unable to properly assess the child's interests.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000079
afc02c54-f475-47d1-a8cd-8b395a6a67bf,4.,4.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000082
89496611-83ed-4446-979e-b0d8cb02dfce,"Met betrekking tot het geregistreerd partnerschap zijn het eerste tot en met het derde lid van overeenkomstige toepassing, met dien verstande dat de Nederlandse rechter steeds rechtsmacht heeft indien het geregistreerd partnerschap in Nederland is aangegaan.",Articles 4(1) to 4(3) inclusive apply,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000085
833c54ad-1a57-49cf-acf1-ba90fe6ceea4,Artikel 5,Article 5,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000089
a61ed362-b0bd-43f6-a6f2-218e34f6eccf,"Onverminderd artikel 1 heeft de Nederlandse rechter in zaken betreffende ouderlijke verantwoordelijkheid geen rechtsmacht indien het kind zijn gewone verblijfplaats niet in Nederland heeft, tenzij hij zich in een uitzonderlijk geval, wegens de verbondenheid van de zaak met de rechtssfeer van Nederland, in staat acht het belang van het kind naar behoren te beoordelen.","Without prejudice to Article 1, the Dutch courts do not have international jurisdiction in cases concerning parental responsibility if the habitual residence of the child is not in the Netherlands, except for exceptional cases where the court, because of the case's connection with the Dutch legal system, determines it is able to properly assess the child's interests.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000092
22ef24ad-55cb-41d2-8b2c-44e30bcf5d2b,Artikel 6,Article 6,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000096
2fa8237e-02b4-4aef-862a-b32d9eae5792,De Nederlandse rechter heeft eveneens rechtsmacht in zaken betreffende:,The Dutch courts also have international jurisdiction in cases concerning:,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000099
534e5dad-f081-4706-b885-5ce64432628f,"a.	verbintenissen uit overeenkomst, indien de verbintenis die aan de eis of het verzoek ten grondslag ligt, in Nederland is uitgevoerd of moet worden uitgevoerd;","a.	obligations arising from contract, where the obligation underlying the claim or the request was performed or must be performed in the Netherlands;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000102
6365ab22-ab62-4c38-b85c-50b2831a5471,"b.	een individuele arbeidsovereenkomst of een agentuurovereenkomst, indien de arbeid gewoonlijk in Nederland of op een Nederlands zeeschip als bedoeld in artikel 695 lid 1 van Boek 7 van het Burgerlijk Wetboek wordt verricht of laatstelijk gewoonlijk werd verricht;","b.	an individual employment contract or an agency agreement, where the labour is usually performed or was most recently usually performed in the Netherlands or on a Dutch seagoing vessel as referred to in Article 7:695(1) of the Civil Code;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000105
73ba294a-0592-4f6f-9144-f6bf96d4198b,"c.	een individuele arbeidsovereenkomst, indien de arbeid tijdelijk in Nederland wordt verricht, voorzover het betreft een rechtsvordering met betrekking tot arbeidsvoorwaarden en arbeidsomstandigheden, welke is gegrond op artikel 2 van de Wet arbeidsvoorwaarden gedetacheerde werknemers in de Europese Unie, artikel 7, 7a, 13 of 15 van de Wet minimumloon en minimumvakantiebijslag, artikel 2a van de Wet op het algemeen verbindend en het onverbindend verklaren van bepalingen van collectieve arbeidsovereenkomsten, artikel 8, artikel 8a of 11 van de Wet allocatie arbeidskrachten door intermediairs, alsmede artikel 5, eerste lid, onder b, d, e, of f, van de Algemene wet gelijke behandeling;","c.	an individual employment contract, where the labour is performed in the Netherlands on a temporary basis, to the extent it concerns a right of action relating to terms of employment and conditions of employment, which is based on Article 2 of the Posted Workers in the European Union (Working Conditions) Act (",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000108
fd065a4d-7eb1-47ad-aa5d-9cc7049d9b33,"d.	een overeenkomst die wordt gesloten door een partij die handelt in de uitoefening van een beroep of bedrijf en een natuurlijke persoon die niet handelt in de uitoefening van een beroep of bedrijf, indien die natuurlijke persoon in Nederland zijn woonplaats of gewone verblijfplaats heeft en de partij die handelt in de uitoefening van een beroep of bedrijf aldaar commerciële of beroepsactiviteiten ontplooit, of dergelijke activiteiten met ongeacht welke middelen richt op Nederland en de overeenkomst onder die activiteiten valt;","d.	an agreement concluded by a person pursuing commercial or professional activities and a natural person not pursuing such activities, if that natural person is domiciled or has habitual residence in the Netherlands and the other party pursues commercial or professional activities in the Netherlands, or directs such activities, by any means, to the Netherlands, and the contract falls within the scope of such activities;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000111
80fbdefe-8f2d-47c6-89cf-8de9a32f25d1,"e.	verbintenissen uit onrechtmatige daad, indien het schadebrengende feit zich in Nederland heeft voorgedaan of zich kan voordoen;","e.	obligations arising from tort, if the harmful event occurred in the Netherlands or may occur in the Netherlands;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000114
a47357af-7127-4523-abeb-b0c887b71f3b,"f.	zakelijke rechten op, alsmede huur en verhuur, pacht en verpachting van in Nederland gelegen onroerende zaken;","f.	real rights pertaining to immovables located in the Netherlands, as well as the rental, and ground lease, of those immovables;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000117
b6f9bcc5-6138-46ce-9203-1af4f65a55e4,"g.	nalatenschappen, indien de erflater zijn laatste woonplaats of gewone verblijfplaats in Nederland had;","g.	inheritances, if the last domicile or habitual residence of the decedent is in the Netherlands;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000120
404c96af-3285-4e0e-9f52-60426bc6ef49,"h.	de geldigheid, de nietigheid of de ontbinding van in Nederland gevestigde vennootschappen of rechtspersonen;","h.	the validity, the nullity or the dissolution of partnerships or legal entities established in the Netherlands;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000123
ef114103-d7f7-41c7-8475-c3c3512c40f6,"de geldigheid, nietigheid of rechtsgevolgen van hun besluiten of die van hun organen, dan wel de rechten en verplichtingen van hun leden of vennoten als zodanig;","the validity, nullity of the legal consequences of their resolutions or the resolutions of their organs, or the rights and obligations of their members or partners in that capacity;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000126
bd076b64-3caf-4a53-a670-e256e0c4b0ad,"i.	faillissement, surséance van betaling of schuldsaneringsregeling natuurlijke personen indien het faillissement, de surséance van betaling of de toepassing van de schuldsaneringsregeling in Nederland is uitgesproken of verleend.","i.	bankruptcy, suspension of payments, or the debt relief scheme for natural persons if the bankruptcy, the suspension of payment or the application of the debt relief scheme was issued in the Netherlands.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000129
f5051f72-eca9-4e40-88ff-ad033cfe8ead,Artikel 6a,Article 6a,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000133
d94da2ac-2abe-40b2-9d37-1c86c70106d8,"Voor de toepassing van artikel 6, onderdeel a, is, tenzij anders is overeengekomen, de plaats van uitvoering in Nederland gelegen:","For the application of Article 6(a), except where agreed otherwise, the place of performance is located in the Netherlands where according to the contract in respect of:",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000136
3a4914dc-4717-4eb9-80a6-a9f41b324b12,"a.	voor de koop en verkoop van roerende zaken, indien de zaken volgens de overeenkomst in Nederland geleverd werden of geleverd hadden moeten worden;","a.	the sale and purchase of movables, under the agreement the movables were, or should have been, delivered in the Netherlands;",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000139
0380bf60-58d0-4a6b-8b34-cf083f0e24be,"b.	voor de verstrekking van diensten, indien de diensten volgens de overeenkomst in Nederland verstrekt werden of verstrekt hadden moeten worden.","b.	the provision of services, under the agreement the services were, or should have been, provided in the Netherlands.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000142
953f9ad4-8b21-49d6-90d1-ea13fa6786a4,Artikel 7,Article 7,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000146
fd9b7489-e781-4c92-a0bd-2118f7fa3cd4,1.,1.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000149
7b568ad1-981f-4129-a226-4320a008b11a,"Indien in zaken die bij dagvaarding moeten worden ingeleid de Nederlandse rechter ten aanzien van een van de gedaagden rechtsmacht heeft, komt hem deze ook toe ten aanzien van in hetzelfde geding betrokken andere gedaagden, mits tussen de vorderingen tegen de onderscheiden gedaagden een zodanige samenhang bestaat, dat redenen van doelmatigheid een gezamenlijke behandeling rechtvaardigen.","In cases that must be initiated by writ of summons, if a Dutch court has international jurisdiction with respect to one of the defendants, the court also has jurisdiction with respect to other defendants named in the same action, provided there is a sufficient connection between the claims against the respective defendants such that a consolidated disposition is justified for reasons of efficiency.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000152
9cc8a43e-136a-4ec8-864b-c28f6689926a,2.,2.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000155
545edd2e-5af2-4c54-b0f8-29b30da6d142,"Indien in zaken die bij dagvaarding moeten worden ingeleid de Nederlandse rechter rechtsmacht heeft, komt hem deze ook toe ten aanzien van een vordering in reconventie en ten aanzien van een vordering tot vrijwaring, voeging of tussenkomst, tenzij tussen deze vorderingen en de oorspronkelijke vordering onvoldoende samenhang bestaat.","In cases that must be initiated by writ of summons, if a Dutch court has international jurisdiction, the court's jurisdiction includes counterclaims and motions to add a party for indemnity, or to join, or to intervene, except where there is an insufficient connection with the original claim.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000158
f1bdfd62-6264-4a46-b8d2-d37958786a26,Artikel 8,Article 8,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000162
8a50e900-b66c-418f-8851-2d3c7b23e470,1.,1.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000165
db0efe41-e85e-4c12-ae6e-322aa43395c8,"De Nederlandse rechter heeft rechtsmacht indien partijen met betrekking tot een bepaalde rechtsbetrekking die tot hun vrije bepaling staat, bij overeenkomst een Nederlandse rechter of de Nederlandse rechter hebben aangewezen voor de kennisneming van geschillen welke naar aanleiding van die rechtsbetrekking zijn ontstaan of zullen ontstaan, tenzij daarvoor geen redelijk belang aanwezig is.","A Dutch court has international jurisdiction if parties, with respect to a specific legal relationship which is within their autonomy to agree, have by agreement designated a Dutch court or the Dutch courts to hear disputes that have arisen or may arise in connection with that legal relationship, except where no reasonable interest exists for such a designation.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000168
eedc383b-5c24-4d70-84c6-566f6286d019,2.,2.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000171
6c9ee658-c24a-4602-92dc-02f65f112337,"De Nederlandse rechter heeft geen rechtsmacht indien partijen met betrekking tot een bepaalde rechtsbetrekking die tot hun vrije bepaling staat, bij overeenkomst een rechter of de rechter van een vreemde staat bij uitsluiting hebben aangewezen voor de kennisneming van geschillen welke naar aanleiding van die rechtsbetrekking zijn ontstaan of zullen ontstaan.","A Dutch court does not have international jurisdiction if parties, with respect to a specific legal relationship which is within their autonomy to agree, have by agreement conferred exclusive jurisdiction on the courts or a court of a foreign state to hear disputes that have arisen or may arise from that legal relationship.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000174
9ed54b97-0777-4d21-b138-4621b86f6888,3.,3.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000177
82b38d8a-1dd7-4abd-8010-fdf33997bdcb,"Een overeenkomst als bedoeld in het tweede lid laat de rechtsmacht van de Nederlandse rechter onverlet indien de zaak een individuele arbeidsovereenkomst betreft of een overeenkomst als bedoeld in artikel 6, onder d.",An agreement as referred to in Article 8(2) does not affect the international jurisdiction of a Dutch court if the case concerns an individual employment contract or an agreement as referred to in Article 6(d).,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000180
82976d39-bddd-4a05-8ffe-8e570dafb0f1,4.,4.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000183
d374cfb7-4ec9-4203-88b2-fdd7b8d22f4f,Het derde lid vindt geen toepassing indien:,Article 8(3) is not applicable where:,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000186
34f9fd44-9add-4ec9-92b5-637af129c60a,"a.	de in het tweede lid bedoelde overeenkomst is aangegaan na het ontstaan van het geschil, of",a.	the agreement referred to in Article 8(2) was entered into after the dispute arose; or,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000189
a6057cff-592e-4714-a125-a16815460c5e,"b.	de werknemer, of de partij die niet handelt in de uitoefening van een beroep of bedrijf, zich op de overeenkomst beroept om zich tot de rechter van een vreemde staat te wenden.","b.	the employee, or the party not pursuing commercial or professional activities, relies on the agreement to seise the court of a foreign state.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000192
dd44a8f4-4570-4342-9f08-ced06029f9c6,5.,5.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000195
b5ea4143-2142-4d06-9e17-0c82322cda92,Een overeenkomst als bedoeld in het eerste of het tweede lid wordt bewezen door een geschrift.,An agreement as referred to in Article 8(1) or 8(2) must be evidenced by a written document.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000198
140c7642-50ea-4d52-95a7-c42fd7a4d90b,"Daarvoor is voldoende een geschrift dat een dergelijk beding bevat of dat verwijst naar algemene voorwaarden die een dergelijk beding bevatten, mits dat geschrift door of namens de wederpartij uitdrukkelijk of stilzwijgend is aanvaard.","It is sufficient that the written document contains such a clause or refers to general terms and conditions containing such a clause, provided that this written document has been expressly or tacitly accepted by or on behalf of the counterparty.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000201
68848726-0425-4be4-a796-399cf0f1fdbf,6.,6.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000204
3ae399fb-db4f-4625-8105-f5e8be5bf24f,Een overeenkomst als bedoeld in het eerste of het tweede lid dient als een afzonderlijke overeenkomst te worden beschouwd en beoordeeld.,An agreement as referred to in Article 8(1) or 8(2) is considered as an independent agreement and will be assessed as such.,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000207
f72a33cb-3a5c-42f3-a57f-3abab21aaef0,De aangewezen rechter is bevoegd te oordelen over de rechtsgeldigheid van de hoofdovereenkomst waarvan een overeenkomst als bedoeld in het eerste of het tweede lid deel uitmaakt of waarop zij betrekking heeft.,"The designated court has jurisdiction to rule on the legal validity of the main agreement, which an agreement as referred to in Article 8(1) or 8(2) forms a part of or pertains to.",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000210
97bbd5f1-bd15-4449-9af8-93299f2af073,Artikel 9,Article 9,nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000214
e8201b35-9a9d-4ff2-b46d-be88df48d6a1,"Komt de Nederlandse rechter niet op grond van de artikelen 2 tot en met 8 rechtsmacht toe, dan heeft hij niettemin rechtsmacht indien:","If a Dutch court does not have international jurisdiction on the basis of Articles 2 to 8 inclusive, the court nevertheless has international jurisdiction where:",nl-nl_civil-procedure-code-2025,book-1,,,,2025-02-11,Dutch_Code_of_Civil_Procecudre_Book_1.tmx,0000217
