example_id,sentence_nl_nl,sentence_en_gb,legal_source_id,book_identifier,article_number,article_title_nl_nl,article_title_en_gb,translation_date,tmx_source_file,tmx_tuid
06361666-7a82-468d-873c-991a441f290f,"Het staat aan de executant vrij beslag te leggen op alle voor beslag vatbare goederen, waartoe hij bevoegd is zijn vordering te verhalen.",The enforcing party may attach all attachable goods against which it is entitled to recover its claim.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,29
701fed1a-56c6-4a73-a7f9-f31b7aa827f5,2.,2.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,30
bc75a98a-1b98-4d9e-9c3c-abde2a4773d1,"Hij is verplicht een beslag dat strekt tot verhaal op een goed dat aan een ander dan de schuldenaar toebehoort, en dat ten laste van die ander wordt gelegd, binnen acht dagen aan de schuldenaar te betekenen.","Where an attachment is made for recovery against a good belonging to a party other than the debtor, and against that other party, the enforcing party must serve the attachment documents on the debtor within eight days.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,31
676f0ba9-5b82-404b-aa2a-7bfa955d1162,3.,3.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,32
2c4f4fcd-1660-49bb-9e05-f01fb70d9a2c,"Wordt een beslag van de in het vorige lid bedoelde strekking ten laste van de schuldenaar gelegd, dan is de beslaglegger verplicht het binnen acht dagen aan de ander te betekenen of, zo hij diens recht niet kent, onverwijld nadat hij van dat recht kennis heeft gekregen.","Where an attachment for a purpose as referred to in Article 435(2) is made against the debtor, the attaching party must serve the attachment documents on the other party within eight days or, if the creditor is unaware of that party's right, without delay after the creditor becomes aware of that party's right.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,33
db8e466c-b70f-44d3-b69c-57c5e5f7ea44,"Indien de ander, voordat acht dagen na deze betekening zijn verstreken, schriftelijk aan de deurwaarder mededeelt zich tegen het verhaal op zijn goed te verzetten, geldt het beslag jegens hem slechts als conservatoir en kan de executie jegens hem slechts plaatsvinden uit hoofde van een tegen hem verkregen executoriale titel om deze executie te dulden.","If, before eight days have elapsed since this service, the other party informs the bailiff in writing that it opposes recovery against its good, the attachment is in respect of that other party a pre-judgment attachment and there is no enforcement except under an execution title against that other party requiring that other party not to oppose the enforcement.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,34
b3bbb548-7610-4bb6-adf2-85a1fd3c85a6,Artikel 436,Article 436,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,35
fda57ded-56c3-4d1b-95c0-9a7e9e61a7f4,"Beslag mag niet worden gelegd op goederen, bestemd voor de openbare dienst of op goederen die De Nederlandsche Bank N.V. onder zich heeft ten behoeve van een systeem als bedoeld in artikel 212a, onder b, van de Faillissementswet.",Attachments may not be made on goods intended for public service or on goods in the custody of the Dutch Central Bank (De Nederlandsche Bank N.V) for the benefit of a system as referred to in Article 212a(b) of the Bankruptcy Act (,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,36
5456c10b-f64b-4be3-8d72-136c49cda0d4,Artikel 437,Article 437,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,37
3b285e4f-5cf4-4867-ac11-bb73ff531292,"Hetgeen omtrent de executie van een goed is bepaald, is van overeenkomstige toepassing op de executie van een beperkt recht op of een aandeel in een zodanig goed.",The provisions relating to enforcement against a good apply mutatis mutandis to the enforcement against a limited right on or share in such good.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,38
b60e0c35-954d-468d-91e8-bc4f31a5696f,Artikel 438,Article 438,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,39
cd7674b0-4cfd-4f5c-a66a-503728245189,1.,1.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,40
3a4e5b0f-38c7-4a7e-97ff-f5342c4fd174,"Geschillen die in verband met een executie rijzen, worden gebracht voor de rechtbank die naar de gewone regels bevoegd zou zijn, of in welker rechtsgebied de inbeslagneming plaatsvindt, zich een of meer van de betrokken zaken bevinden of de executie zal geschieden.","Disputes arising out of an enforcement are submitted to the district court that would have jurisdiction under the ordinary rules, or of the district in which the attachment is made, any of the respective tangibles are situated, or the enforcement is to be carried out.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,41
cfd61053-af33-4357-8182-7d81809b6cf5,In afwijking van de vorige zin worden geschillen die rijzen in verband met de executie van een door de kantonrechter afgegeven executoriale titel voor de kantonrechter gebracht die de executoriale titel heeft afgegeven.,"In derogation from the previous sentence, disputes that arise in connection with the enforcement of an execution title issued by the subdistrict court are brought before the subdistrict court that issued the execution title.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,42
b9417196-58de-470e-8b7a-1888315833ff,2.,2.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,43
6d57d7ce-f013-42cc-a59a-0d12c05db164,Tot het verkrijgen van een voorziening bij voorraad kan het geschil ook worden gebracht in kort geding voor de voorzieningenrechter van de volgens het eerste lid bevoegde rechtbank.,"To obtain an immediate measure, the dispute may also be submitted to the court in summary proceedings of the district court with jurisdiction under Article 438(1).",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,44
c36fe93f-e9aa-4930-8c16-8362211e27c8,"In zaken die ten gronde door de kantonrechter worden behandeld en beslist, is ook de kantonrechter bevoegd tot het geven van deze voorziening.",The subdistrict court also has jurisdiction to grant this measure in cases that the subdistrict court deals with and disposes of in the main action.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,45
2814a4f6-4429-4c00-ace2-e6d970df71f8,Daarbij is op de kantonrechter van toepassing hetgeen over de voorzieningenrechter is bepaald.,The rules for the court in summary proceedings apply to the subdistrict court acting under this provision.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,46
79ec7e06-a80a-4ceb-9376-5b24a31d35e6,3.,3.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,47
082b6b0a-af65-4397-bd00-0c3365f30379,"Onverminderd zijn overige bevoegdheden kan de voorzieningenrechter desgevorderd de tenuitvoerlegging schorsen voor een bepaalde tijd of totdat op het geschil zal zijn beslist, dan wel bepalen dat de tenuitvoerlegging slechts tegen zekerheidstelling mag plaatsvinden of worden voortgezet.","Without prejudice to its other powers, the court in summary proceedings may suspend enforcement for a specific period of time or until a decision is made on the dispute, or may decide that the enforcement may be carried out or may move forward only if security is provided.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,48
8200c0a5-b6b7-4153-abdb-3821659d8e87,"Hij kan beslagen, al of niet tegen zekerheidsstelling, opheffen.","The court in summary proceedings may lift an attachment, with or without requiring that security be provided.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,49
386fae31-79b0-4215-b6b7-5fe9ca7f18e7,Hij kan gedurende de tenuitvoerlegging herstel bevelen van verzuimde formaliteiten met bepaling van welke op het verzuim gevolgde formaliteiten opnieuw moeten worden verricht en te wiens laste de kosten daarvan zullen komen.,"The court in summary proceedings may, during enforcement, give directions on correction of any formalities that have not been complied with, specifying the formalities which were carried out subsequent to the non-compliance and must be complied with again, and who is to bear the costs.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,50
6387c2cd-1cb6-4469-b408-ce9c257e7e0f,"Hij kan bepalen dat een in het geding geroepen derde de voortzetting van de tenuitvoerlegging moet gedogen dan wel zijn medewerking daaraan moet verlenen, al of niet tegen zekerheidsstelling door de executant.","The court in summary proceedings may direct that a third party given notice to appear in the proceedings allow the enforcement to move forward or cooperate with it, with or without the enforcing party providing security.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,51
4b9cc269-850e-4e2b-a8a5-81380e2dd85d,4.,4.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,52
06c91fea-00cb-44e6-8608-ad03a56c1778,"Voor zover de zaak zich niet leent voor behandeling in kort geding, kan de voorzieningenrechter in plaats van de vordering af te wijzen de zaak op verlangen van de eiser verwijzen naar de rechtbank met bepaling van de dag waarop zij op de rol moet komen.","Where it is not appropriate to deal with the case in summary proceedings and the claimant so requests, the court in summary proceedings may decline to dismiss the claim and instead refer the case to the district court, setting the next court calendar date.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,53
01124f6d-c40d-4c41-b65e-534290a44520,"Tegen een gedaagde die op voormeld tijdstip niet verschijnt en ook voor de voorzieningenrechter niet bij advocaat is verschenen, wordt slechts verstek verleend, zo hij tegen dit tijdstip bij exploit is opgeroepen met inachtneming van de voor dagvaarding voorgeschreven termijn, dan wel van de termijn die op verlangen van de eiser door de voorzieningenrechter bepaald is.","The court records default for failure to appear for a defendant who does not appear at that time, and did not appear before the court in summary proceedings by submitting a notice of representation by a lawyer, only if notice to appear at that time has been served on the defendant by writ with the notice period for a writ of summons or as directed by the court in summary proceedings at the claimant's request.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,54
ad747e9e-3f40-482f-9ae6-2fa34345ab8c,5.,5.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,55
b272262f-8705-4a54-9f48-3fdf09f721f4,"De deurwaarder die met de executie is belast en daarbij op een bezwaar stuit dat een onverwijlde voorziening nodig maakt, kan zich met een daarvan door hem opgemaakt proces-verbaal bij de voorzieningenrechter vervoegen ten einde deze in kort geding tussen de betrokken partijen te doen beslissen.","Where the bailiff responsible for the enforcement encounters an objection that requires an urgent measure, the bailiff may bring the matter to the court in summary proceedings, so that the court may deal with the objection in summary proceedings between the respective parties. The bailiff submits to the court a record the bailiff has drawn up pertaining to the objection.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,56
5d17a317-d3a7-42ec-b60f-53ac64884e94,"De voorzieningenrechter zal de behandeling aanhouden tot de partijen zijn opgeroepen, tenzij hij, gelet op de aard van het bezwaar, een onmiddellijke beslissing geboden acht.","The court in summary proceedings stays the proceedings until the parties have been notified to appear, except where, in view of the nature of the objection, it considers an immediate decision appropriate.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,57
d14eee71-2a7d-44ac-9859-7c6f2a8286e0,"De deurwaarder die zijn voormelde bevoegdheid zonder instemming van de executant uitoefent, kan persoonlijk in de kosten worden veroordeeld, indien deze uitoefening nodeloos was.","A bailiff who so acts without the enforcing party's consent may be ordered to pay the costs personally, if there was no need for such action.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,58
c1eb0dd6-b532-4c9d-8d34-87dd81f97794,6.,6.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,59
00304e77-9868-4502-aed8-af200871bc27,Verzet tegen de executie door een derde geschiedt door dagvaarding van zowel de executant als de geëxecuteerde.,Opposition by a third party to enforcement is initiated by service of a writ of summons on the enforcing party and the enforcee.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,60
f05d3fbb-7a56-4f1e-87e1-cec24a7e8dcb,Artikel 438a,Article 438a,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,61
9587b28c-2fd6-4c9a-af5f-60d51b243bbd,1.,1.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,62
e6e2058b-19f8-4d9e-b286-a9c66f7064c0,"In zaken betreffende een executie die volgens de tweede en de derde titel van dit Boek of titel 9 van Boek 3 van het Burgerlijk Wetboek worden ingeleid door indiening van een verzoek aan de voorzieningenrechter van de rechtbank, is bevoegd de voorzieningenrechter in wiens rechtsgebied de te executeren zaken zich geheel of grotendeels bevinden of de executie zal geschieden.","In enforcement cases that are initiated by submitting an application to the court in summary proceedings of the district court under this Book 2, Titles 2 and 3, or under Book 3, Title 9 of the Civil Code, the court in summary proceedings has jurisdiction in whose district the tangibles that are the object of the enforcement are situated in whole or in main part, or where the enforcement will take place.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,63
6ffdd85a-a8aa-4e9b-8ec6-254d0fc41866,2.,2.,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,64
33c03d57-b730-4817-8c31-a975a1ecd264,"De indiening van verzoeken krachtens de artikelen 459, derde lid, 461b, 462, tweede lid, 463, vijfde lid, 463a, 465, 481, eerste lid, 496, tweede lid, en 506, tweede lid, kan ook door een deurwaarder geschieden.","The submission of applications under Articles 459(3), 461b, 462(2), 463(5), 463a, 465, 481(1), 496(2) and 506(2) may also be done by a bailiff.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,65
233004f2-6a08-4b00-8bbc-f1654c63e746,"Hetzelfde geldt voor een verzoek krachtens artikel 234, derde lid, van Boek 3 van het Burgerlijk Wetboek, indien de executie door een pandhouder geschiedt, of krachtens artikel 251 van dat Boek.","This also applies to an application under Article 3:234(3) of the Civil Code, if enforcement is by a pledgee, or under Article 3:351 of the Civil Code.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,66
3292b1f4-507e-482a-b380-e0b771c57792,"Indien een deurwaarder het verzoek indient, geldt zijn kantoor als gekozen woonplaats van de verzoeker.","If the application is submitted by a bailiff, the bailiff's office address is treated as the applicant's elected domicile.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,67
03a857ea-c9bd-4ea6-943f-54f7cbc060d2,Artikel 438b,Article 438b,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,68
3ea6936a-51b8-4349-8a4e-56d4e7a4e0b8,"Voor zover de executie andere handelingen vergt dan het doen van een exploot, is artikel 64 van overeenkomstige toepassing, met dien verstande dat voor de overeenkomstige toepassing van het derde lid van dat artikel de plaats waar de handeling moet worden verricht, bepalend is.","To the extent the enforcement requires other actions than the service of a writ, Article 64 applies",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,69
9c48116d-c3c0-4144-856b-3b7fbe4a20c9,Artikel 438c,Article 438c,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,70
6e8de6f9-8bda-41b9-ba9c-eb2a33bd2a32,"Wanneer voor de tenuitvoerlegging van een rechterlijke beslissing een financiële waarborg is vereist, wordt een gelijkwaardige bij een in een andere lidstaat van de Europese Unie gevestigde bank of verzekeraar gestelde waarborg erkend.","Where a financial guarantee is required for the enforcement of a judgment, an equivalent guarantee issued by a bank or insurer established in another member state of the European Union is recognised.",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,71
ce654b16-8007-4646-9a6b-9c83d17ddcb5,"Die banken moeten in een lidstaat van de Europese Unie erkend zijn overeenkomstig Richtlijn 2013/36/EU van het Europees Parlement en de Raad van 26 juni 2013 betreffende toegang tot het bedrijf van kredietinstellingen en het prudentieel toezicht op kredietinstellingen en beleggingsondernemingen, tot wijziging van Richtlijn 2002/87/EG en tot intrekking van de Richtlijnen 2006/48/EG en 2006/49/EG (PbEU 2013, L 176), en die verzekeraars overeenkomstig richtlijn 2009/138/EG van het Europees Parlement en de Raad van 25 november 2009 betreffende de toegang tot en uitoefening van het verzekerings- en het herverzekeringsbedrijf (Solvabiliteit II) (PbEU 2009, L 335).","Those banks must be recognised in a Member State of the European Union in accordance with Directive 2013/36/EU of the European Parliament and of the Council of 26 June 2013 on access to the activity of credit institutions and the prudential supervision of credit institutions and investment firms, amending Directive 2002/87/EC and repealing Directives 2006/48/EC and 2006/49/EC (OJEU 2013, L 176), and those insurers in accordance with Directive 2009/138/EC of the European Parliament and of the Council of 25 November 2009 on the taking-up and pursuit of the business of Insurance and Reinsurance (Solvency II) (OJ EU 2009, L 335).",nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,72
fa4e4cd7-6394-4e3b-993d-8682510959b5,DERDE BOEK. VAN RECHTSPLEGING VAN ONDERSCHEIDEN AARD,BOOK 3 - PROCEDURE FOR MISCELLANEOUS PROCEEDINGS,nl-nl_civil-procedure-code-2025,book-2-3,,,,,Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,73
